worker	worker_current_recode	state_abbrev	raceid	year	dem_vote	candnumber	cand_party	candvotes	tvotes	candpct	winwin	quality_cand	qualnumber	openseat	PartyDonors1	college	dist_income	total_primary	third	gop	ideo_extreme	qualbin	former_worker
0	0	"CA"	201605259	2016	0.45720001220703127	4	"Republican"	9620	132098	0.07282472401857376	0	0	2	0		0.1825	0.75367	0.0	0.0	1.0		0.0	0.0
0	0	"MI"	201222131	2012	0.8590000152587891	5	"Democrat"	8708	69257	0.1257345825433731	0	1	5	0		0.089499995	0.30273	0.0	0.0	0.0	0.86	1.0	0.0
0	0	"WA"	201447079	2014	0.81	5	"Republican"	9707	148368	0.06542515754699707	0	0	1	0		0.3442	0.72279		0.0	1.0		0.0	0.0
0	0	"CA"	201205509	2012	0.32299999237060545	5	"Democrat"	8553	113948	0.07506055384874344	0	0	1	0		0.173	0.55876	0.0	0.0	0.0		0.0	0.0
0	0	"MO"	201025040	2010	0.47200000762939454	9	"Republican"	3702	88314	0.04191860184073448	0	0	3	0		0.120299995	0.42113	0.0	0.0	1.0		0.0	0.0
0	0	"MS"	200824011	2008	0.555	5	"Democrat"	12913	98825	0.13066530227661133	0	1	3	0		0.1118	0.39333	0.0	0.0	0.0		1.0	0.0
0	0	"WA"	200847059	2008	0.34700000762939454	6	"Democrat"	19645	171576	0.1144973635673523	0	0	1	0		0.16780001	0.46114	0.0	0.0	0.0		0.0	0.0
0	0	"KY"	201417011	2014	0.26899999618530274	2	"Democrat"	30528	68583	0.44512489438056946	0	0	0	0		0.091800004	0.38507		0.0	0.0	0.994	0.0	0.0
0	0	"TX"	201043230	2010	0.47400001525878904	5	"Republican"	1456	28683	0.05076180025935173	0	0	0	0		0.1521	0.4733	0.0	0.0	1.0		0.0	0.0
0	0	"ID"	201612010	2016	0.3181999969482422	3	"Republican"	5605	63683	0.08801407366991043	0	0	1	0		0.17549999	0.52199	0.0	0.0	1.0		0.0	0.0
0	0	"NJ"	201630080	2016	0.7683000183105468	1	"Republican"	1	1	1.0	1	0	0	0		0.2052	0.57391	0.0	0.0	1.0		0.0	0.0
0	0	"IN"	201614041	2016	0.3046999931335449	1	"Democrat"	1	1	1.0	1	0	0	0		0.1627	0.53996	0.0	0.0	0.0	1.449	0.0	0.0
0	0	"WY"	201250011	2012	0.2570000076293945	1	"Democrat"	1	1	1.0	1	0	0	0		0.1691	0.54901	0.0	0.0	0.0		0.0	0.0
0	0	"NV"	201228010	2012	0.6680000305175782	5	"Republican"	643	9926	0.0647793635725975	0	0	0	1		0.0926	0.36745	0.0	0.0	1.0		0.0	0.0
1	1	"AK"	201602011	2016	0.36529998779296874	3	"Democrat"	5130	25057	0.204733207821846	0	0	0	0		0.18969999	0.7644	0.0	0.0	0.0		0.0	0.0
0	0	"OH"	201635021	2016	0.3281999969482422	3	"Democrat"	19422	46552	0.4172108471393585	1	0	0	0		0.1892	0.55472	0.0	0.0	0.0		0.0	0.0
0	0	"HI"	200811020	2008	0.789000015258789	1	"Republican"	12750	12750	1.0	1	0	0	0		0.1765	0.67673	0.0	0.0	1.0		0.0	0.0
0	0	"SC"	200840050	2008	0.625	1	"Republican"	1	1	1.0	1	0	0	0		0.1251	0.41239	0.0	0.0	1.0	1.369	0.0	0.0
1	1	"MI"	201222070	2012	0.44599998474121094	2	"Republican"	14386	59978	0.2398546189069748	0	0	1	0		0.1429	0.49975	0.0	0.0	1.0		0.0	0.0
0	0	"CA"	201005380	2010	0.735	1	"Republican"	1	1	1.0	1	0	0	0		0.1092	0.51381	0.0	0.0	1.0		0.0	0.0
0	0	"MD"	201020031	2010	0.63	5	"Democrat"	2770	60789	0.045567501336336136	0	0	1	0		0.23889999	0.70113	0.0	0.0	0.0		0.0	0.0
0	0	"WV"	201248030	2012	0.54	3	"Republican"	4104	23134	0.17740122973918915	0	0	1	0		0.0925	0.35783	0.0	0.0	1.0		0.0	0.0
0	0	"IL"	200813030	2008	0.774000015258789	2	"Republican"	6804	20526	0.3314819931983948	0	0	0	0		0.152	0.56385	0.0	0.0	1.0		0.0	0.0
0	0	"NY"	201632070	2016	0.8331999969482422	1	"Republican"	1	1	1.0	1	0	0	0		0.213	0.55207	0.0	0.0	1.0		0.0	0.0
0	0	"AZ"	201003070	2010	0.5320000076293945	5	"Republican"	3360	26848	0.12514899671077728	0	0	0	0		0.0967	0.39777	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	200843300	2008	0.8390000152587891	1	"Republican"	5366	5366	1.0	1	0	0	0		0.11270001	0.36718	0.0	0.0	1.0		0.0	0.0
0	0	"KY"	201417011	2014	0.26899999618530274	2	"Democrat"	38055	68583	0.5548751354217529	1	0	0	0		0.091800004	0.38507		0.0	0.0		0.0	0.0
0	0	"NV"	200828010	2008	0.705	7	"Republican"	761	12580	0.06049279868602753	0	0	0	0		0.1201	0.5068	0.0	0.0	1.0		0.0	0.0
0	0	"MO"	201225021	2012	0.3820000076293945	4	"Democrat"	7541	27815	0.27111271023750305	0	0	0	1		0.283	0.71141	0.0	0.0	0.0		0.0	0.0
0	0	"IN"	200814070	2008	0.6509999847412109	3	"Republican"	921	22630	0.04069820046424866	0	0	1	0		0.1546	0.3773	0.0	0.0	1.0		0.0	0.0
0	0	"MD"	200820061	2008	0.40200000762939453	5	"Democrat"	4162	58780	0.07080639898777008	0	0	1	0		0.1777	0.66951	0.0	0.0	0.0		0.0	0.0
0	0	"FL"	201409220	2014	0.58	3	"Republican"	4017	17582	0.22847230732440948	0	0	0	0		0.2387	0.53536		0.0	1.0		0.0	0.0
0	0	"AZ"	200803040	2008	0.7719999694824219	1	"Republican"	8073	8073	1.0	1	0	0	0		0.078099996	0.38829	0.0	0.0	1.0		0.0	0.0
0	0	"AZ"	201403071	2014		4	"Democrat"	2330	30542	0.0762883871793747	0	0	1	1		0.0934	0.34881		0.0	0.0		0.0	0.0
0	0	"OH"	201035071	2010	0.34200000762939453	3	"Democrat"	3971	27249	0.14573009312152863	0	0	0	0		0.1339	0.46633	0.0	0.0	0.0		0.0	0.0
0	0	"MD"	201420070	2014	0.720999984741211	2	"Republican"	6293	11488	0.5477889776229858	1	0	0	0		0.19520001	0.58093		0.0	1.0		0.0	0.0
0	0	"NC"	201633100	2016	0.3686000061035156	4	"Republican"	896	18895	0.0474199503660202	0	0	1	0		0.16	0.46508	0.0	0.0	1.0		0.0	0.0
0	0	"MS"	200824031	2008	0.375	2	"Democrat"	38629	82942	0.4657351076602936	0	0	1	1		0.1494	0.38774	0.0	0.0	0.0		0.0	0.0
1	0	"TN"	201642061	2016	0.21790000915527344	2	"Democrat"	3712	11260	0.3296625316143036	0	0	0	0		0.14310001	0.50731	0.0	0.0	0.0		0.0	1.0
0	0	"NJ"	200830051	2008	0.43099998474121093	3	"Democrat"	1114	15365	0.07250239700078964	0	0	0	0		0.2749	0.93843	0.0	0.0	0.0		0.0	0.0
0	0	"CA"	201605449	2016		10	"Republican"	5565	100276	0.055496830493211746	0	0	1	1		0.0856	0.5089	0.0	0.0	1.0		0.0	0.0
0	0	"OH"	201235091	2012	0.76	3	"Democrat"	30564	76366	0.4002304673194885	0	2	2	0		0.1367	0.3752	0.0	0.0	0.0	1.352	1.0	0.0
0	0	"CA"	201605279	2016	0.6641999816894532	3	"Third-Party"	8063	140841	0.057248953729867935	0	0	1	0		0.2463	0.71223	0.0	1.0	0.0		0.0	0.0
1	0	"MI"	201222140	2012	0.84	1	"Republican"	1	1	1.0	1	0	0	0		0.16129999	0.38943	0.0	0.0	1.0		0.0	1.0
0	0	"MI"	201022131	2010	0.8109999847412109	6	"Democrat"	820	47709	0.01718750037252903	0	0	1	0		0.0962	0.29343	0.0	0.0	0.0		0.0	0.0
0	0	"OH"	201435101	2014	0.32599998474121095	2	"Democrat"	9645	17300	0.5575144290924072	1	0	0	0		0.165	0.45749		0.0	0.0		0.0	0.0
0	0	"IN"	200814020	2008	0.6890000152587891	3	"Republican"	9073	28492	0.3184402883052826	0	0	0	0		0.121700004	0.43811	0.0	0.0	1.0		0.0	0.0
1	1	"MO"	201025041	2010	0.47200000762939454	2	"Democrat"	6264	32178	0.19466720521450043	0	0	0	0		0.120299995	0.42113	0.0	0.0	0.0		0.0	0.0
0	0	"NC"	201633021	2016	0.43290000915527344	5	"Democrat"	3875	16506	0.23476311564445496	0	0	0	0		0.24190001	0.65792	0.0	0.0	0.0		0.0	0.0
0	0	"OR"	201637010	2016	0.5961000061035157	3	"Republican"	9127	39057	0.23368410766124725	0	0	0	0		0.2494	0.72097	0.0	0.0	1.0		0.0	0.0
0	0	"IN"	200814091	2008	0.600999984741211	4	"Democrat"	18963	146881	0.12910449504852295	0	0	0	0		0.1184	0.45386	0.0	0.0	0.0		0.0	0.0
0	0	"NM"	200831020	2008	0.56	5	"Republican"	11510	36419	0.31604379415512085	1	0	1	1		0.1086	0.3844	0.0	0.0	1.0	1.062	0.0	0.0
0	0	"CA"	201405169	2014	0.5070000076293946	6	"Democrat"	2370	57767	0.04102688282728195	0	0	1	0		0.08140001	0.3678		0.0	0.0		0.0	0.0
1	1	"OK"	201036010	2010		6	"Republican"	1420	62304	0.02279149927198887	0	0	0	0		0.1875	0.45677	0.0	0.0	1.0		0.0	0.0
0	0	"CO"	201606051	2016	0.3081999969482422	2	"Democrat"	9658	23077	0.41851192712783813	0	0	0	0		0.22629999	0.62372	0.0	0.0	0.0		0.0	0.0
0	0	"MD"	201020020	2010	0.659000015258789	5	"Republican"	5533	21062	0.2627005875110626	0	0	0	0		0.14029999	0.56215	0.0	0.0	1.0		0.0	0.0
0	0	"LA"	201218039	2012		5	"Third-Party"	3765	311393	0.012090831063687801	0	0	2	0		0.1318	0.43999	0.0	1.0	0.0		0.0	0.0
0	0	"AZ"	201203070	2012		1	"Republican"	1	1	1.0	1	0	0	0		0.0928	0.32259	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	201643040	2016		3	"Republican"	12353	113546	0.10879290848970413	0	0	1	0		0.15020001	0.52481	0.0	0.0	1.0		0.0	0.0
0	0	"WA"	200847079	2008	0.8369999694824218	6	"Third-Party"	1216	129161	0.009414606727659702	0	0	1	0		0.3091	0.6098	0.0	1.0	0.0		0.0	0.0
0	0	"AK"	201602011	2016	0.36529998779296874	3	"Democrat"	2918	25057	0.11645448207855225	0	0	0	0		0.18969999	0.7644	0.0	0.0	0.0		0.0	0.0
0	0	"FL"	201409050	2014	0.655	2	"Republican"	10968	17419	0.6296572685241699	1	0	0	0		0.114300005	0.32781		0.0	1.0	1.326	0.0	0.0
0	0	"CA"	200805401	2008	0.375	2	"Democrat"	8908	20389	0.43690231442451477	0	0	0	0		0.2151	0.70044	0.0	0.0	0.0		0.0	0.0
1	1	"HI"	201611011	2016	0.6809999847412109	7	"Democrat"	1117	92095	0.012128779664635658	0	0	2	1		0.2395	0.7818	0.0	0.0	0.0		0.0	0.0
0	0	"NJ"	201430100	2014	0.870999984741211	1	"Republican"	1	1	1.0	1	0	0	0		0.17899999	0.47363		0.0	1.0		0.0	0.0
0	0	"OH"	200835181	2008	0.5990000152587891	2	"Democrat"	15980	103483	0.15442149341106415	0	0	0	0		0.0777	0.4144	0.0	0.0	0.0		0.0	0.0
0	0	"TN"	201642091	2016	0.787300033569336	4	"Democrat"	407	41652	0.009771440178155899	0	0	2	0		0.1503	0.39761	0.0	0.0	0.0		0.0	0.0
0	0	"WA"	201447069	2014	0.63	4	"Third-Party"	4890	140628	0.0347725935280323	0	0	1	0		0.18030001	0.55338		1.0	0.0		0.0	0.0
0	0	"MD"	201620020	2016	0.620999984741211	5	"Republican"	4195	39761	0.10550539195537567	0	0	1	0		0.2051	0.69128	0.0	0.0	1.0		0.0	0.0
0	0	"MD"	201220041	2012	0.7880000305175782	3	"Democrat"	1464	46638	0.0313907116651535	0	0	2	0		0.18530001	0.71649	0.0	0.0	0.0		0.0	0.0
0	0	"NV"	201628010	2016	0.6186999893188476	6	"Republican"	1144	10333	0.11071325093507767	0	0	0	0		0.1114	0.38	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	201443141	2014	0.3679999923706055	3	"Democrat"	3699	14332	0.25809377431869507	0	0	0	0		0.14770001	0.51585		0.0	0.0	1.785	0.0	0.0
0	0	"MS"	201424041	2014	0.25799999237060545	2	"Democrat"	5063	11418	0.44342267513275146	0	0	0	0		0.1319	0.41944		0.0	0.0		0.0	0.0
0	0	"MD"	201220020	2012	0.6780000305175782	6	"Republican"	324	20586	0.015738852322101593	0	0	2	0		0.1708	0.59234	0.0	0.0	1.0		0.0	0.0
1	1	"WV"	201248021	2012	0.30200000762939455	3	"Democrat"	13668	46745	0.2923949062824249	0	0	0	0		0.124	0.45561	0.0	0.0	0.0		0.0	0.0
0	0	"KS"	201616021	2016	0.32479999542236326	1	"Democrat"	1	1	1.0	1	1	1	0		0.1713	0.51778	0.0	0.0	0.0		1.0	0.0
0	0	"CA"	201405229	2014	0.28	3	"Republican"	6403	89100	0.0718630775809288	0	0	1	0		0.15640001	0.52172		0.0	1.0		0.0	0.0
0	0	"NE"	200827031	2008	0.23299999237060548	2	"Democrat"	6142	23901	0.2569766938686371	0	0	1	0		0.1362	0.44241	0.0	0.0	0.0		0.0	0.0
0	0	"IN"	201414041	2014	0.33099998474121095	5	"Democrat"	2266	8872	0.2554102838039398	0	0	0	0		0.15529999	0.5137		0.0	0.0		0.0	0.0
0	0	"TX"	201043310	2010		2	"Republican"	5907	58193	0.10150709748268127	0	0	0	0		0.1869	0.55532	0.0	0.0	1.0		0.0	0.0
0	0	"AL"	201401060	2014	0.23700000762939452	7	"Republican"	587	94534	0.006209406070411205	0	0	2	1		0.21	0.58073		0.0	1.0		0.0	0.0
0	0	"TN"	201442060	2014	0.24399999618530274	2	"Republican"	20664	88571	0.23330435156822205	0	0	1	0		0.1356	0.45975		0.0	1.0		0.0	0.0
0	0	"MD"	201020020	2010	0.659000015258789	5	"Republican"	996	21062	0.04728899896144867	0	0	0	0		0.14029999	0.56215	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	201443021	2014	0.3039999961853027	1	"Democrat"	1	1	1.0	1	0	0	0		0.2535	0.72369		0.0	0.0	0.891	0.0	0.0
0	0	"CA"	201205529	2012	0.5120000076293946	10	"Republican"	1091	150982	0.0072260270826518536	0	0	3	0		0.32009998	0.81275	0.0	0.0	1.0		0.0	0.0
0	0	"MD"	200820050	2008	0.754000015258789	3	"Republican"	8126	28127	0.2889038920402527	0	0	1	0		0.18620001	0.83583	0.0	0.0	1.0		0.0	0.0
0	0	"MS"	201424041	2014	0.25799999237060545	2	"Democrat"	6355	11418	0.5565773248672485	1	0	0	0		0.1319	0.41944		0.0	0.0		0.0	0.0
0	0	"OH"	201235111	2012		3	"Democrat"	3169	73072	0.04336818680167198	0	0	2	0		0.1478	0.31331	0.0	0.0	0.0		0.0	0.0
0	0	"CA"	201405539	2014	0.5879999923706055	8	"Third-Party"	929	88953	0.010443717241287231	0	0	2	0		0.2349	0.65226		1.0	0.0		0.0	0.0
0	0	"TN"	201042030	2010	0.33	11	"Republican"	628	90528	0.00693710008636117	0	0	1	1		0.1321	0.4062	0.0	0.0	1.0		0.0	0.0
0	0	"IL"	201613021	2016	0.7961000061035156	4	"Democrat"	9559	156593	0.061043597757816315	0	0	1	0		0.1439	0.48417	0.0	0.0	0.0		0.0	0.0
0	0	"OH"	200835110	2008	0.8530000305175781	1	"Republican"	9123	9123	1.0	1	0	0	0		0.1429	0.36085	0.0	0.0	1.0		0.0	0.0
0	0	"MI"	200822130	2008	0.795	1	"Republican"	7016	7016	1.0	1	0	0	0		0.083500005	0.31707	0.0	0.0	1.0		0.0	0.0
0	0	"NH"	201429010	2014	0.48200000762939454	4	"Republican"	996	59583	0.01671617664396763	0	0	2	0		0.22569999	0.67083		0.0	1.0		0.0	0.0
0	0	"NV"	201628011	2016	0.6186999893188476	3	"Democrat"	1554	18885	0.08228752762079239	0	0	1	0		0.1114	0.38	0.0	0.0	0.0		0.0	0.0
0	0	"NC"	201033010	2010	0.5929999923706055	4	"Republican"	1091	8304	0.13138249516487122	0	0	0	0		0.0935	0.3237	0.0	0.0	1.0		0.0	0.0
0	0	"MS"	201424031	2014	0.2879999923706055	3	"Democrat"	5820	16048	0.36266201734542847	0	1	1	0		0.1508	0.41762		0.0	0.0		1.0	0.0
0	0	"TX"	201643221	2016	0.4045999908447266	2	"Democrat"	7226	30310	0.23840317130088806	0	0	0	0		0.278	0.87901	0.0	0.0	0.0		0.0	0.0
0	0	"MO"	200825030	2008	0.6859999847412109	4	"Republican"	7923	18994	0.4171316921710968	1	0	0	0		0.165	0.5146	0.0	0.0	1.0		0.0	0.0
0	0	"MS"	201624010	2016	0.27780000686645506	2	"Republican"	11254	105328	0.10684718191623688	0	0	1	0		0.1321	0.43194	0.0	0.0	1.0		0.0	0.0
0	0	"LA"	201618019	2016	0.12800000190734864	7	"Third-Party"	3236	326788	0.00990244373679161	0	0	1	0		0.19709998	0.56938	0.0	1.0	0.0		0.0	0.0
0	0	"TN"	201242020	2012	0.21700000762939453	3	"Republican"	3317	43571	0.07612861692905426	0	0	1	0		0.18110001	0.44732	0.0	0.0	1.0		0.0	0.0
0	0	"MO"	201625070	2016	0.273799991607666	8	"Republican"	2037	107441	0.01895924285054207	0	0	1	0		0.15609999	0.44619	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	201643260	2016	0.29569999694824217	3	"Republican"	5942	92750	0.06406468898057938	0	0	1	0		0.3032	0.87272	0.0	0.0	1.0		0.0	0.0
0	0	"OH"	201235101	2012	0.38599998474121094	6	"Democrat"	1644	21573	0.07620637118816376	0	0	1	0		0.1573	0.44444	0.0	0.0	0.0		0.0	0.0
0	0	"CA"	201605289	2016	0.7786000061035157	3	"Republican"	29336	159128	0.1843547374010086	1	0	1	0		0.3069	0.6394	0.0	0.0	1.0		0.0	0.0
0	0	"MO"	201025040	2010	0.47200000762939454	9	"Republican"	2655	88314	0.030063200742006302	0	0	3	0		0.120299995	0.42113	0.0	0.0	1.0		0.0	0.0
0	0	"TN"	201242050	2012	0.6659999847412109	5	"Republican"	2212	20677	0.10697876662015915	0	0	0	0		0.2194	0.44322	0.0	0.0	1.0		0.0	0.0
0	0	"AZ"	201603060	2016	0.37799999237060544	2	"Republican"	15535	78913	0.1968623697757721	0	0	1	0		0.2873	0.6783	0.0	0.0	1.0		0.0	0.0
0	0	"TX"	201443030	2014		4	"Republican"	2435	38703	0.06291501969099045	0	0	1	0		0.32669997	0.86846		0.0	1.0		0.0	0.0
0	0	"NV"	201428041	2014	0.485	3	"Democrat"	1498	19299	0.07762060314416885	0	0	1	0		0.12529999	0.52378		0.0	0.0		0.0	0.0
0	0	"PA"	201438020	2014	0.8769999694824219	1	"Republican"	1	1	1.0	1	0	0	0		0.1708	0.38136		0.0	1.0		0.0	0.0
0	0	"CA"	201405259	2014		8	"Third-Party"	933	64532	0.014457942917943	0	0	1	1		0.1816	0.70727		1.0	0.0		0.0	0.0
0	0	"WA"	201247109	2012	0.585999984741211	6	"Third-Party"	3025	128497	0.0235414057970047	0	0	3	1		0.15810001	0.55902	0.0	1.0	0.0		0.0	0.0
0	0	"KY"	201017060	2010	0.500999984741211	6	"Republican"	1880	48886	0.03845680132508278	0	0	0	0		0.162	0.42936	0.0	0.0	1.0		0.0	0.0
0	0	"NH"	201429010	2014	0.48200000762939454	4	"Republican"	4999	59583	0.08389977365732193	0	1	2	0		0.22569999	0.67083		0.0	1.0		1.0	0.0
0	0	"NH"	201629020	2016	0.49779998779296875	7	"Republican"	2113	43053	0.0490790419280529	0	0	2	0		0.21290001	0.70524	0.0	0.0	1.0		0.0	0.0
