"","worker","worker_current_recode","state_abbrev","raceid","year","dem_vote","candnumber","cand_party","candvotes","tvotes","candpct","winwin","quality_cand","qualnumber","openseat","PartyDonors1","college","dist_income","total_primary","third","gop","ideo_extreme","qualbin","former_worker"
"17",0,0,"MD",201020020,2010,0.659000015258789,5,"Republican",2401,21062,0.113996796309948,0,0,0,0,NA,0.14029999,0.56215,0,0,1,NA,0,0
"18",0,0,"LA",201618039,2016,NA,12,"Democrat",28385,320454,0.0885774567723274,0,0,2,1,NA,0.1424,0.44668,0,0,0,NA,0,0
"19",0,0,"IN",201014010,2010,0.602999992370605,8,"Republican",1194,25890,0.0461181998252869,0,0,0,0,NA,0.1419,0.47613,0,0,1,NA,0,0
"20",0,0,"CA",201605209,2016,0.704300003051758,5,"Third-Party",6400,164938,0.0388024598360062,0,0,1,1,NA,0.16430001,0.67419,0,1,0,NA,0,0
"21",0,0,"OH",201035061,2010,0.474000015258789,2,"Democrat",15571,50093,0.310841798782349,0,0,0,0,NA,0.11,0.38543,0,0,0,NA,0,0
"22",0,0,"FL",201609070,2016,0.514700012207031,2,"Republican",11407,49935,0.228436961770058,0,1,2,0,NA,0.2458,0.57146,0,0,1,NA,1,0
"23",1,1,"WA",201647049,2016,NA,5,"Democrat",2320,97700,0.0237461626529694,0,0,1,0,NA,0.123,0.52484,0,0,0,NA,0,0
"24",0,0,"WA",201047079,2010,NA,6,"Third-Party",8860,138909,0.0637827664613724,1,0,1,0,NA,0.31129998,0.59358,0,1,0,NA,0,0
"25",0,0,"CA",201205339,2012,NA,8,"Democrat",847,113060,0.00749159697443247,0,0,1,0,NA,0.3566,0.92111,0,0,0,NA,0,0
"26",0,0,"OH",200835070,2008,0.417999992370605,4,"Republican",4030,77330,0.052114300429821,0,0,2,1,NA,0.13239999,0.51306,0,0,1,1.611,0,0
"27",0,0,"NJ",201230021,2012,0.410999984741211,3,"Democrat",1327,15108,0.0878342613577843,0,0,0,0,NA,0.15630001,0.56135,0,0,0,NA,0,0
"28",0,0,"MD",201620011,2016,0.286200008392334,2,"Democrat",29729,58276,0.510141372680664,1,0,1,0,NA,0.18190001,0.69254,0,0,0,NA,0,0
"29",0,0,"NE",201427010,2014,0.312000007629395,3,"Republican",4110,70638,0.0581839792430401,0,0,1,0,NA,0.20879999,0.5431,NA,0,1,NA,0,0
"30",0,0,"GA",200810111,2008,0.317999992370605,1,"Democrat",15099,15099,1,1,0,0,0,NA,0.1696,0.53425,0,0,0,NA,0,0
"31",0,0,"IL",201013110,2010,0.427000007629395,5,"Republican",5237,50443,0.103820197284222,0,0,1,0,NA,0.15020001,0.55276,0,0,1,NA,0,0
"32",0,0,"MO",201625061,2016,0.283500003814697,5,"Democrat",2931,28534,0.102719560265541,0,0,0,0,NA,0.19139999,0.58532,0,0,0,NA,0,0
"33",0,0,"CA",200805520,2008,0.409000015258789,4,"Republican",2074,66405,0.0312325991690159,0,0,2,1,NA,0.19409999,0.67705,0,0,1,NA,0,0
"34",0,0,"NH",200829010,2008,0.53,4,"Republican",534,36273,0.0147216999903321,0,0,1,0,NA,0.222,0.64717,0,0,1,NA,0,0
"35",1,0,"OH",201635030,2016,0.685699996948242,1,"Republican",1,1,1,1,1,1,0,NA,0.187,0.4586,0,0,1,1.189,1,1
"36",0,0,"CA",201605319,2016,0.553800010681152,5,"Democrat",12418,112620,0.110264606773853,0,0,2,0,NA,0.1444,0.58668,0,0,0,NA,0,0
"37",0,0,"CA",201605509,2016,0.359199981689453,5,"Republican",10458,153289,0.0682240724563599,0,0,1,0,NA,0.18879999,0.71692,0,0,1,NA,0,0
"38",0,0,"NJ",201230090,2012,0.746999969482422,3,"Republican",2623,9265,0.283108472824097,0,0,0,0,NA,0.2093,0.59142,0,0,1,NA,0,0
"39",0,0,"CA",201205209,2012,0.740999984741211,7,"Democrat",4095,107029,0.0382606573402882,0,0,2,0,NA,0.1728,0.60563,0,0,0,NA,0,0
"40",0,0,"MI",201422130,2014,0.83,1,"Republican",1,1,1,1,0,0,0,NA,0.092,0.31887,NA,0,1,NA,0,0
"41",0,0,"NH",201629010,2016,0.443400001525879,5,"Republican",1347,56699,0.0237570330500603,0,0,1,0,NA,0.2376,0.71277,0,0,1,NA,0,0
"42",0,0,"KS",201616041,2016,0.294099998474121,2,"Democrat",8936,18425,0.48499321937561,0,0,0,0,NA,0.19049999,0.52054,0,0,0,NA,0,0
"43",0,0,"TN",201242050,2012,0.665999984741211,5,"Republican",3381,20677,0.163515016436577,0,0,0,0,NA,0.2194,0.44322,0,0,1,NA,0,0
"44",0,0,"AR",201004030,2010,0.276000003814697,8,"Republican",7078,61952,0.11424969881773,0,0,5,1,NA,0.1518,0.40674,0,0,1,1.583,0,0
"45",0,0,"OH",201635080,2016,0.269699993133545,15,"Republican",1579,132697,0.0118992887437344,0,0,2,1,NA,0.153,0.58213,0,0,1,NA,0,0
"46",0,0,"TN",201442061,2014,0.243999996185303,1,"Democrat",1,1,1,1,0,0,0,NA,0.1356,0.45975,NA,0,0,1.205,0,0
"47",0,0,"IN",201414070,2014,0.567000007629395,5,"Republican",1057,13909,0.0759939625859261,0,0,0,0,NA,0.145,0.39238,NA,0,1,NA,0,0
"48",0,0,"CA",201605259,2016,0.457200012207031,4,"Republican",9620,132098,0.0728247240185738,0,0,2,0,NA,0.1825,0.75367,0,0,1,NA,0,0
"49",0,0,"MI",201222131,2012,0.859000015258789,5,"Democrat",8708,69257,0.125734582543373,0,1,5,0,NA,0.089499995,0.30273,0,0,0,0.86,1,0
"50",0,0,"WA",201447079,2014,0.81,5,"Republican",9707,148368,0.0654251575469971,0,0,1,0,NA,0.3442,0.72279,NA,0,1,NA,0,0
"51",0,0,"CA",201205509,2012,0.322999992370605,5,"Democrat",8553,113948,0.0750605538487434,0,0,1,0,NA,0.173,0.55876,0,0,0,NA,0,0
"52",0,0,"MO",201025040,2010,0.472000007629395,9,"Republican",3702,88314,0.0419186018407345,0,0,3,0,NA,0.120299995,0.42113,0,0,1,NA,0,0
"53",0,0,"MS",200824011,2008,0.555,5,"Democrat",12913,98825,0.130665302276611,0,1,3,0,NA,0.1118,0.39333,0,0,0,NA,1,0
"54",0,0,"WA",200847059,2008,0.347000007629395,6,"Democrat",19645,171576,0.114497363567352,0,0,1,0,NA,0.16780001,0.46114,0,0,0,NA,0,0
"55",0,0,"KY",201417011,2014,0.268999996185303,2,"Democrat",30528,68583,0.445124894380569,0,0,0,0,NA,0.091800004,0.38507,NA,0,0,0.994,0,0
"56",0,0,"TX",201043230,2010,0.474000015258789,5,"Republican",1456,28683,0.0507618002593517,0,0,0,0,NA,0.1521,0.4733,0,0,1,NA,0,0
"57",0,0,"ID",201612010,2016,0.318199996948242,3,"Republican",5605,63683,0.0880140736699104,0,0,1,0,NA,0.17549999,0.52199,0,0,1,NA,0,0
"58",0,0,"NJ",201630080,2016,0.768300018310547,1,"Republican",1,1,1,1,0,0,0,NA,0.2052,0.57391,0,0,1,NA,0,0
"59",0,0,"IN",201614041,2016,0.304699993133545,1,"Democrat",1,1,1,1,0,0,0,NA,0.1627,0.53996,0,0,0,1.449,0,0
"60",0,0,"WY",201250011,2012,0.257000007629395,1,"Democrat",1,1,1,1,0,0,0,NA,0.1691,0.54901,0,0,0,NA,0,0
"61",0,0,"NV",201228010,2012,0.668000030517578,5,"Republican",643,9926,0.0647793635725975,0,0,0,1,NA,0.0926,0.36745,0,0,1,NA,0,0
"62",1,1,"AK",201602011,2016,0.365299987792969,3,"Democrat",5130,25057,0.204733207821846,0,0,0,0,NA,0.18969999,0.7644,0,0,0,NA,0,0
"63",0,0,"OH",201635021,2016,0.328199996948242,3,"Democrat",19422,46552,0.417210847139359,1,0,0,0,NA,0.1892,0.55472,0,0,0,NA,0,0
"64",0,0,"HI",200811020,2008,0.789000015258789,1,"Republican",12750,12750,1,1,0,0,0,NA,0.1765,0.67673,0,0,1,NA,0,0
"65",0,0,"SC",200840050,2008,0.625,1,"Republican",1,1,1,1,0,0,0,NA,0.1251,0.41239,0,0,1,1.369,0,0
"66",1,1,"MI",201222070,2012,0.445999984741211,2,"Republican",14386,59978,0.239854618906975,0,0,1,0,NA,0.1429,0.49975,0,0,1,NA,0,0
"67",0,0,"CA",201005380,2010,0.735,1,"Republican",1,1,1,1,0,0,0,NA,0.1092,0.51381,0,0,1,NA,0,0
"68",0,0,"MD",201020031,2010,0.63,5,"Democrat",2770,60789,0.0455675013363361,0,0,1,0,NA,0.23889999,0.70113,0,0,0,NA,0,0
"69",0,0,"WV",201248030,2012,0.54,3,"Republican",4104,23134,0.177401229739189,0,0,1,0,NA,0.0925,0.35783,0,0,1,NA,0,0
"70",0,0,"IL",200813030,2008,0.774000015258789,2,"Republican",6804,20526,0.331481993198395,0,0,0,0,NA,0.152,0.56385,0,0,1,NA,0,0
"71",0,0,"NY",201632070,2016,0.833199996948242,1,"Republican",1,1,1,1,0,0,0,NA,0.213,0.55207,0,0,1,NA,0,0
"72",0,0,"AZ",201003070,2010,0.532000007629394,5,"Republican",3360,26848,0.125148996710777,0,0,0,0,NA,0.0967,0.39777,0,0,1,NA,0,0
"73",0,0,"TX",200843300,2008,0.839000015258789,1,"Republican",5366,5366,1,1,0,0,0,NA,0.11270001,0.36718,0,0,1,NA,0,0
"74",0,0,"KY",201417011,2014,0.268999996185303,2,"Democrat",38055,68583,0.554875135421753,1,0,0,0,NA,0.091800004,0.38507,NA,0,0,NA,0,0
"75",0,0,"NV",200828010,2008,0.705,7,"Republican",761,12580,0.0604927986860275,0,0,0,0,NA,0.1201,0.5068,0,0,1,NA,0,0
"76",0,0,"MO",201225021,2012,0.382000007629395,4,"Democrat",7541,27815,0.271112710237503,0,0,0,1,NA,0.283,0.71141,0,0,0,NA,0,0
"77",0,0,"IN",200814070,2008,0.650999984741211,3,"Republican",921,22630,0.0406982004642487,0,0,1,0,NA,0.1546,0.3773,0,0,1,NA,0,0
"78",0,0,"MD",200820061,2008,0.402000007629395,5,"Democrat",4162,58780,0.0708063989877701,0,0,1,0,NA,0.1777,0.66951,0,0,0,NA,0,0
"79",0,0,"FL",201409220,2014,0.58,3,"Republican",4017,17582,0.228472307324409,0,0,0,0,NA,0.2387,0.53536,NA,0,1,NA,0,0
"80",0,0,"AZ",200803040,2008,0.771999969482422,1,"Republican",8073,8073,1,1,0,0,0,NA,0.078099996,0.38829,0,0,1,NA,0,0
"81",0,0,"AZ",201403071,2014,NA,4,"Democrat",2330,30542,0.0762883871793747,0,0,1,1,NA,0.0934,0.34881,NA,0,0,NA,0,0
"82",0,0,"OH",201035071,2010,0.342000007629395,3,"Democrat",3971,27249,0.145730093121529,0,0,0,0,NA,0.1339,0.46633,0,0,0,NA,0,0
"83",0,0,"MD",201420070,2014,0.720999984741211,2,"Republican",6293,11488,0.547788977622986,1,0,0,0,NA,0.19520001,0.58093,NA,0,1,NA,0,0
"84",0,0,"NC",201633100,2016,0.368600006103516,4,"Republican",896,18895,0.0474199503660202,0,0,1,0,NA,0.16,0.46508,0,0,1,NA,0,0
"85",0,0,"MS",200824031,2008,0.375,2,"Democrat",38629,82942,0.465735107660294,0,0,1,1,NA,0.1494,0.38774,0,0,0,NA,0,0
"86",1,0,"TN",201642061,2016,0.217900009155273,2,"Democrat",3712,11260,0.329662531614304,0,0,0,0,NA,0.14310001,0.50731,0,0,0,NA,0,1
"87",0,0,"NJ",200830051,2008,0.430999984741211,3,"Democrat",1114,15365,0.0725023970007896,0,0,0,0,NA,0.2749,0.93843,0,0,0,NA,0,0
"88",0,0,"CA",201605449,2016,NA,10,"Republican",5565,100276,0.0554968304932117,0,0,1,1,NA,0.0856,0.5089,0,0,1,NA,0,0
"89",0,0,"OH",201235091,2012,0.76,3,"Democrat",30564,76366,0.400230467319489,0,2,2,0,NA,0.1367,0.3752,0,0,0,1.352,1,0
"90",0,0,"CA",201605279,2016,0.664199981689453,3,"Third-Party",8063,140841,0.0572489537298679,0,0,1,0,NA,0.2463,0.71223,0,1,0,NA,0,0
"91",1,0,"MI",201222140,2012,0.84,1,"Republican",1,1,1,1,0,0,0,NA,0.16129999,0.38943,0,0,1,NA,0,1
"92",0,0,"MI",201022131,2010,0.810999984741211,6,"Democrat",820,47709,0.017187500372529,0,0,1,0,NA,0.0962,0.29343,0,0,0,NA,0,0
"93",0,0,"OH",201435101,2014,0.325999984741211,2,"Democrat",9645,17300,0.557514429092407,1,0,0,0,NA,0.165,0.45749,NA,0,0,NA,0,0
"94",0,0,"IN",200814020,2008,0.689000015258789,3,"Republican",9073,28492,0.318440288305283,0,0,0,0,NA,0.121700004,0.43811,0,0,1,NA,0,0
"95",1,1,"MO",201025041,2010,0.472000007629395,2,"Democrat",6264,32178,0.1946672052145,0,0,0,0,NA,0.120299995,0.42113,0,0,0,NA,0,0
"96",0,0,"NC",201633021,2016,0.432900009155273,5,"Democrat",3875,16506,0.234763115644455,0,0,0,0,NA,0.24190001,0.65792,0,0,0,NA,0,0
"97",0,0,"OR",201637010,2016,0.596100006103516,3,"Republican",9127,39057,0.233684107661247,0,0,0,0,NA,0.2494,0.72097,0,0,1,NA,0,0
"98",0,0,"IN",200814091,2008,0.600999984741211,4,"Democrat",18963,146881,0.129104495048523,0,0,0,0,NA,0.1184,0.45386,0,0,0,NA,0,0
"99",0,0,"NM",200831020,2008,0.56,5,"Republican",11510,36419,0.316043794155121,1,0,1,1,NA,0.1086,0.3844,0,0,1,1.062,0,0
"100",0,0,"CA",201405169,2014,0.507000007629395,6,"Democrat",2370,57767,0.041026882827282,0,0,1,0,NA,0.08140001,0.3678,NA,0,0,NA,0,0
"101",1,1,"OK",201036010,2010,NA,6,"Republican",1420,62304,0.0227914992719889,0,0,0,0,NA,0.1875,0.45677,0,0,1,NA,0,0
"102",0,0,"CO",201606051,2016,0.308199996948242,2,"Democrat",9658,23077,0.418511927127838,0,0,0,0,NA,0.22629999,0.62372,0,0,0,NA,0,0
"103",0,0,"MD",201020020,2010,0.659000015258789,5,"Republican",5533,21062,0.262700587511063,0,0,0,0,NA,0.14029999,0.56215,0,0,1,NA,0,0
"104",0,0,"LA",201218039,2012,NA,5,"Third-Party",3765,311393,0.0120908310636878,0,0,2,0,NA,0.1318,0.43999,0,1,0,NA,0,0
"105",0,0,"AZ",201203070,2012,NA,1,"Republican",1,1,1,1,0,0,0,NA,0.0928,0.32259,0,0,1,NA,0,0
"106",0,0,"TX",201643040,2016,NA,3,"Republican",12353,113546,0.108792908489704,0,0,1,0,NA,0.15020001,0.52481,0,0,1,NA,0,0
"107",0,0,"WA",200847079,2008,0.836999969482422,6,"Third-Party",1216,129161,0.0094146067276597,0,0,1,0,NA,0.3091,0.6098,0,1,0,NA,0,0
"108",0,0,"AK",201602011,2016,0.365299987792969,3,"Democrat",2918,25057,0.116454482078552,0,0,0,0,NA,0.18969999,0.7644,0,0,0,NA,0,0
"109",0,0,"FL",201409050,2014,0.655,2,"Republican",10968,17419,0.62965726852417,1,0,0,0,NA,0.114300005,0.32781,NA,0,1,1.326,0,0
"110",0,0,"CA",200805401,2008,0.375,2,"Democrat",8908,20389,0.436902314424515,0,0,0,0,NA,0.2151,0.70044,0,0,0,NA,0,0
"111",1,1,"HI",201611011,2016,0.680999984741211,7,"Democrat",1117,92095,0.0121287796646357,0,0,2,1,NA,0.2395,0.7818,0,0,0,NA,0,0
"112",0,0,"NJ",201430100,2014,0.870999984741211,1,"Republican",1,1,1,1,0,0,0,NA,0.17899999,0.47363,NA,0,1,NA,0,0
"113",0,0,"OH",200835181,2008,0.599000015258789,2,"Democrat",15980,103483,0.154421493411064,0,0,0,0,NA,0.0777,0.4144,0,0,0,NA,0,0
"114",0,0,"TN",201642091,2016,0.787300033569336,4,"Democrat",407,41652,0.0097714401781559,0,0,2,0,NA,0.1503,0.39761,0,0,0,NA,0,0
"115",0,0,"WA",201447069,2014,0.63,4,"Third-Party",4890,140628,0.0347725935280323,0,0,1,0,NA,0.18030001,0.55338,NA,1,0,NA,0,0
"116",0,0,"MD",201620020,2016,0.620999984741211,5,"Republican",4195,39761,0.105505391955376,0,0,1,0,NA,0.2051,0.69128,0,0,1,NA,0,0
"117",0,0,"MD",201220041,2012,0.788000030517578,3,"Democrat",1464,46638,0.0313907116651535,0,0,2,0,NA,0.18530001,0.71649,0,0,0,NA,0,0
"118",0,0,"NV",201628010,2016,0.618699989318848,6,"Republican",1144,10333,0.110713250935078,0,0,0,0,NA,0.1114,0.38,0,0,1,NA,0,0
"119",0,0,"TX",201443141,2014,0.367999992370605,3,"Democrat",3699,14332,0.258093774318695,0,0,0,0,NA,0.14770001,0.51585,NA,0,0,1.785,0,0
"120",0,0,"MS",201424041,2014,0.257999992370605,2,"Democrat",5063,11418,0.443422675132751,0,0,0,0,NA,0.1319,0.41944,NA,0,0,NA,0,0
"121",0,0,"MD",201220020,2012,0.678000030517578,6,"Republican",324,20586,0.0157388523221016,0,0,2,0,NA,0.1708,0.59234,0,0,1,NA,0,0
"122",1,1,"WV",201248021,2012,0.302000007629395,3,"Democrat",13668,46745,0.292394906282425,0,0,0,0,NA,0.124,0.45561,0,0,0,NA,0,0
"123",0,0,"KS",201616021,2016,0.324799995422363,1,"Democrat",1,1,1,1,1,1,0,NA,0.1713,0.51778,0,0,0,NA,1,0
"124",0,0,"CA",201405229,2014,0.28,3,"Republican",6403,89100,0.0718630775809288,0,0,1,0,NA,0.15640001,0.52172,NA,0,1,NA,0,0
"125",0,0,"NE",200827031,2008,0.232999992370605,2,"Democrat",6142,23901,0.256976693868637,0,0,1,0,NA,0.1362,0.44241,0,0,0,NA,0,0
"126",0,0,"IN",201414041,2014,0.330999984741211,5,"Democrat",2266,8872,0.25541028380394,0,0,0,0,NA,0.15529999,0.5137,NA,0,0,NA,0,0
"127",0,0,"TX",201043310,2010,NA,2,"Republican",5907,58193,0.101507097482681,0,0,0,0,NA,0.1869,0.55532,0,0,1,NA,0,0
"128",0,0,"AL",201401060,2014,0.237000007629395,7,"Republican",587,94534,0.00620940607041121,0,0,2,1,NA,0.21,0.58073,NA,0,1,NA,0,0
"129",0,0,"TN",201442060,2014,0.243999996185303,2,"Republican",20664,88571,0.233304351568222,0,0,1,0,NA,0.1356,0.45975,NA,0,1,NA,0,0
"130",0,0,"MD",201020020,2010,0.659000015258789,5,"Republican",996,21062,0.0472889989614487,0,0,0,0,NA,0.14029999,0.56215,0,0,1,NA,0,0
"131",0,0,"TX",201443021,2014,0.303999996185303,1,"Democrat",1,1,1,1,0,0,0,NA,0.2535,0.72369,NA,0,0,0.891,0,0
"132",0,0,"CA",201205529,2012,0.512000007629395,10,"Republican",1091,150982,0.00722602708265185,0,0,3,0,NA,0.32009998,0.81275,0,0,1,NA,0,0
"133",0,0,"MD",200820050,2008,0.754000015258789,3,"Republican",8126,28127,0.288903892040253,0,0,1,0,NA,0.18620001,0.83583,0,0,1,NA,0,0
"134",0,0,"MS",201424041,2014,0.257999992370605,2,"Democrat",6355,11418,0.556577324867249,1,0,0,0,NA,0.1319,0.41944,NA,0,0,NA,0,0
"135",0,0,"OH",201235111,2012,NA,3,"Democrat",3169,73072,0.043368186801672,0,0,2,0,NA,0.1478,0.31331,0,0,0,NA,0,0
"136",0,0,"CA",201405539,2014,0.587999992370606,8,"Third-Party",929,88953,0.0104437172412872,0,0,2,0,NA,0.2349,0.65226,NA,1,0,NA,0,0
"137",0,0,"TN",201042030,2010,0.33,11,"Republican",628,90528,0.00693710008636117,0,0,1,1,NA,0.1321,0.4062,0,0,1,NA,0,0
"138",0,0,"IL",201613021,2016,0.796100006103516,4,"Democrat",9559,156593,0.0610435977578163,0,0,1,0,NA,0.1439,0.48417,0,0,0,NA,0,0
"139",0,0,"OH",200835110,2008,0.853000030517578,1,"Republican",9123,9123,1,1,0,0,0,NA,0.1429,0.36085,0,0,1,NA,0,0
"140",0,0,"MI",200822130,2008,0.795,1,"Republican",7016,7016,1,1,0,0,0,NA,0.083500005,0.31707,0,0,1,NA,0,0
"141",0,0,"NH",201429010,2014,0.482000007629395,4,"Republican",996,59583,0.0167161766439676,0,0,2,0,NA,0.22569999,0.67083,NA,0,1,NA,0,0
"142",0,0,"NV",201628011,2016,0.618699989318848,3,"Democrat",1554,18885,0.0822875276207924,0,0,1,0,NA,0.1114,0.38,0,0,0,NA,0,0
"143",0,0,"NC",201033010,2010,0.592999992370606,4,"Republican",1091,8304,0.131382495164871,0,0,0,0,NA,0.0935,0.3237,0,0,1,NA,0,0
"144",0,0,"MS",201424031,2014,0.287999992370605,3,"Democrat",5820,16048,0.362662017345428,0,1,1,0,NA,0.1508,0.41762,NA,0,0,NA,1,0
"145",0,0,"TX",201643221,2016,0.404599990844727,2,"Democrat",7226,30310,0.238403171300888,0,0,0,0,NA,0.278,0.87901,0,0,0,NA,0,0
"146",0,0,"MO",200825030,2008,0.685999984741211,4,"Republican",7923,18994,0.417131692171097,1,0,0,0,NA,0.165,0.5146,0,0,1,NA,0,0
"147",0,0,"MS",201624010,2016,0.277800006866455,2,"Republican",11254,105328,0.106847181916237,0,0,1,0,NA,0.1321,0.43194,0,0,1,NA,0,0
"148",0,0,"LA",201618019,2016,0.128000001907349,7,"Third-Party",3236,326788,0.00990244373679161,0,0,1,0,NA,0.19709998,0.56938,0,1,0,NA,0,0
"149",0,0,"TN",201242020,2012,0.217000007629395,3,"Republican",3317,43571,0.0761286169290543,0,0,1,0,NA,0.18110001,0.44732,0,0,1,NA,0,0
"150",0,0,"MO",201625070,2016,0.273799991607666,8,"Republican",2037,107441,0.0189592428505421,0,0,1,0,NA,0.15609999,0.44619,0,0,1,NA,0,0
"151",0,0,"TX",201643260,2016,0.295699996948242,3,"Republican",5942,92750,0.0640646889805794,0,0,1,0,NA,0.3032,0.87272,0,0,1,NA,0,0
"152",0,0,"OH",201235101,2012,0.385999984741211,6,"Democrat",1644,21573,0.0762063711881638,0,0,1,0,NA,0.1573,0.44444,0,0,0,NA,0,0
"153",0,0,"CA",201605289,2016,0.778600006103516,3,"Republican",29336,159128,0.184354737401009,1,0,1,0,NA,0.3069,0.6394,0,0,1,NA,0,0
"154",0,0,"MO",201025040,2010,0.472000007629395,9,"Republican",2655,88314,0.0300632007420063,0,0,3,0,NA,0.120299995,0.42113,0,0,1,NA,0,0
"155",0,0,"TN",201242050,2012,0.665999984741211,5,"Republican",2212,20677,0.106978766620159,0,0,0,0,NA,0.2194,0.44322,0,0,1,NA,0,0
"156",0,0,"AZ",201603060,2016,0.377999992370605,2,"Republican",15535,78913,0.196862369775772,0,0,1,0,NA,0.2873,0.6783,0,0,1,NA,0,0
"157",0,0,"TX",201443030,2014,NA,4,"Republican",2435,38703,0.0629150196909904,0,0,1,0,NA,0.32669997,0.86846,NA,0,1,NA,0,0
"158",0,0,"NV",201428041,2014,0.485,3,"Democrat",1498,19299,0.0776206031441689,0,0,1,0,NA,0.12529999,0.52378,NA,0,0,NA,0,0
"159",0,0,"PA",201438020,2014,0.876999969482422,1,"Republican",1,1,1,1,0,0,0,NA,0.1708,0.38136,NA,0,1,NA,0,0
"160",0,0,"CA",201405259,2014,NA,8,"Third-Party",933,64532,0.014457942917943,0,0,1,1,NA,0.1816,0.70727,NA,1,0,NA,0,0
"161",0,0,"WA",201247109,2012,0.585999984741211,6,"Third-Party",3025,128497,0.0235414057970047,0,0,3,1,NA,0.15810001,0.55902,0,1,0,NA,0,0
"162",0,0,"KY",201017060,2010,0.500999984741211,6,"Republican",1880,48886,0.0384568013250828,0,0,0,0,NA,0.162,0.42936,0,0,1,NA,0,0
"163",0,0,"NH",201429010,2014,0.482000007629395,4,"Republican",4999,59583,0.0838997736573219,0,1,2,0,NA,0.22569999,0.67083,NA,0,1,NA,1,0
"164",0,0,"NH",201629020,2016,0.497799987792969,7,"Republican",2113,43053,0.0490790419280529,0,0,2,0,NA,0.21290001,0.70524,0,0,1,NA,0,0
"165",0,0,"LA",201218069,2012,NA,3,"Third-Party",32185,306713,0.104935236275196,0,0,1,0,NA,0.1906,0.54575,0,1,0,0.766,0,0
"166",0,0,"WA",201447049,2014,NA,12,"Democrat",6744,106780,0.063157893717289,0,0,2,1,NA,0.1266,0.50705,NA,0,0,NA,0,0
"167",0,0,"RI",201239020,2012,0.612999992370605,4,"Republican",454,8050,0.0563975162804127,0,0,0,0,NA,0.1911,0.59201,0,0,1,NA,0,0
"168",0,0,"TN",201642091,2016,0.787300033569336,4,"Democrat",1453,41652,0.0348842777311802,0,0,2,0,NA,0.1503,0.39761,0,0,0,NA,0,0
"169",0,0,"AL",201201041,2012,0.258999996185303,2,"Democrat",10353,21324,0.485509276390076,0,0,1,0,NA,0.0958,0.37187,0,0,0,NA,0,0
"170",0,0,"WA",201647019,2016,0.554199981689453,5,"Third-Party",4601,145215,0.0316840559244156,0,0,1,0,NA,0.2764,0.91018,0,1,0,NA,0,0
"171",0,0,"CA",201405339,2014,0.592000007629395,18,"Democrat",994,108645,0.00914906337857246,0,0,1,1,NA,0.3661,1.01573,NA,0,0,NA,0,0
